,Jornada,MetaEquipo,GF,GA,xG,xGA,game_counter,is_home_game,is_away_game,is_win,is_loss,is_draw,is_win_home,is_loss_home,is_draw_home,is_win_away,is_loss_away,is_draw_away,is_over,is_AA,is_over_home,is_AA_home,is_over_away,is_AA_away,is_win_norm,is_loss_norm,is_draw_norm,is_over_norm,is_AA_norm,is_win_home_norm,is_loss_home_norm,is_draw_home_norm,is_over_home_norm,is_AA_home_norm,is_win_away_norm,is_loss_away_norm,is_draw_away_norm,is_over_away_norm,is_AA_away_norm
70,4.0,Toluca,1.0,0.8461538461538461,0.676923076923077,0.8538461538461538,13,5,8,5,2,6,3,0,2,2,2,4,4,5,3,3,1,2,0.38461538461538464,0.15384615384615385,0.46153846153846156,0.3076923076923077,0.38461538461538464,0.6,0.0,0.4,0.6,0.6,0.25,0.25,0.5,0.125,0.25
71,4.0,UANL,1.4615384615384615,1.0769230769230769,0.9615384615384616,0.6846153846153846,13,7,6,6,4,3,3,3,1,3,1,2,7,7,4,4,3,3,0.46153846153846156,0.3076923076923077,0.23076923076923078,0.5384615384615384,0.5384615384615384,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.5,0.16666666666666666,0.3333333333333333,0.5,0.5
72,5.0,America,1.7692307692307692,1.6923076923076923,0.8153846153846154,0.5692307692307692,13,5,8,4,3,6,1,1,3,3,2,3,8,10,3,3,5,7,0.3076923076923077,0.23076923076923078,0.46153846153846156,0.6153846153846154,0.7692307692307693,0.2,0.2,0.6,0.6,0.6,0.375,0.25,0.375,0.625,0.875
73,5.0,Atlas,1.0,1.4615384615384615,0.5769230769230769,0.6923076923076923,13,6,7,3,5,5,2,2,2,1,3,3,7,9,3,4,4,5,0.23076923076923078,0.38461538461538464,0.38461538461538464,0.5384615384615384,0.6923076923076923,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.7142857142857143
74,5.0,Atletico,1.0,0.2,1.5,0.6,5,5,0,2,1,2,2,1,2,0,0,0,1,0,1,0,0,0,0.4,0.2,0.4,0.2,0.0,0.4,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0
75,5.0,Cruz_Azul,1.0,1.3846153846153846,0.8153846153846154,0.6307692307692307,13,6,7,2,6,5,2,2,2,0,4,3,6,7,3,4,3,3,0.15384615384615385,0.46153846153846156,0.38461538461538464,0.46153846153846156,0.5384615384615384,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.42857142857142855
76,5.0,FC_Juarez,1.6,1.2,0.9199999999999999,1.3599999999999999,5,4,1,2,2,1,1,2,1,1,0,0,3,3,2,2,1,1,0.4,0.4,0.2,0.6,0.6,0.25,0.5,0.25,0.5,0.5,1.0,0.0,0.0,1.0,1.0
77,5.0,Guadalajara,1.0,1.4615384615384615,0.8846153846153846,0.6384615384615385,13,8,5,3,5,5,2,3,3,1,2,2,5,7,2,4,3,3,0.23076923076923078,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.5384615384615384,0.25,0.375,0.375,0.25,0.5,0.2,0.4,0.4,0.6,0.6
78,5.0,Leon,1.6153846153846154,1.8461538461538463,0.8,0.6615384615384615,13,5,8,5,8,0,2,3,0,3,5,0,10,6,3,3,7,3,0.38461538461538464,0.6153846153846154,0.0,0.7692307692307693,0.46153846153846156,0.4,0.6,0.0,0.6,0.6,0.375,0.625,0.0,0.875,0.375
79,5.0,Mazatlan,1.4,1.4,0.96,1.3599999999999999,5,2,3,2,1,2,2,0,0,0,1,2,3,4,1,1,2,3,0.4,0.2,0.4,0.6,0.8,1.0,0.0,0.0,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0
80,5.0,Monterrey,1.1538461538461537,1.0,0.8615384615384615,0.49230769230769234,13,7,6,5,2,6,4,1,2,1,1,4,4,9,3,4,1,5,0.38461538461538464,0.15384615384615385,0.46153846153846156,0.3076923076923077,0.6923076923076923,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.8333333333333334
81,5.0,Necaxa,1.5454545454545454,1.0909090909090908,0.6181818181818182,0.8454545454545456,11,7,4,4,3,4,2,1,4,2,2,0,5,8,2,5,3,3,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.45454545454545453,0.7272727272727273,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.7142857142857143,0.5,0.5,0.0,0.75,0.75
82,5.0,Pachuca,1.2307692307692308,1.2307692307692308,0.6384615384615385,0.7307692307692307,13,6,7,5,4,4,3,2,1,2,2,3,4,7,3,3,1,4,0.38461538461538464,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.5384615384615384,0.5,0.3333333333333333,0.16666666666666666,0.5,0.5,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.5714285714285714
83,5.0,Puebla,1.4615384615384615,1.2307692307692308,0.46153846153846156,0.8538461538461538,13,6,7,5,5,3,4,0,2,1,5,1,5,8,2,4,3,4,0.38461538461538464,0.38461538461538464,0.23076923076923078,0.38461538461538464,0.6153846153846154,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.42857142857142855,0.5714285714285714
84,5.0,Pumas_UNAM,1.0,1.8461538461538463,0.6230769230769231,0.7076923076923076,13,7,6,3,6,4,1,2,4,2,4,0,7,8,2,5,5,3,0.23076923076923078,0.46153846153846156,0.3076923076923077,0.5384615384615384,0.6153846153846154,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.7142857142857143,0.3333333333333333,0.6666666666666666,0.0,0.8333333333333334,0.5
85,5.0,Queretaro,1.2307692307692308,2.1538461538461537,0.5153846153846154,0.7153846153846154,13,7,6,1,7,5,0,4,3,1,3,2,10,10,6,6,4,4,0.07692307692307693,0.5384615384615384,0.38461538461538464,0.7692307692307693,0.7692307692307693,0.0,0.5714285714285714,0.42857142857142855,0.8571428571428571,0.8571428571428571,0.16666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666
86,5.0,Santos_Laguna,1.2307692307692308,1.2307692307692308,0.5846153846153845,0.7307692307692307,13,9,4,4,3,6,3,2,4,1,1,2,6,9,4,6,2,3,0.3076923076923077,0.23076923076923078,0.46153846153846156,0.46153846153846156,0.6923076923076923,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.25,0.25,0.5,0.5,0.75
87,5.0,Tijuana,1.0769230769230769,1.0769230769230769,0.5846153846153845,0.5230769230769231,13,6,7,4,3,6,3,1,2,1,2,4,4,8,2,4,2,4,0.3076923076923077,0.23076923076923078,0.46153846153846156,0.3076923076923077,0.6153846153846154,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.5714285714285714
88,5.0,Toluca,0.9230769230769231,1.1538461538461537,0.5153846153846154,0.7307692307692307,13,6,7,3,4,6,0,2,4,3,2,2,5,7,3,5,2,2,0.23076923076923078,0.3076923076923077,0.46153846153846156,0.38461538461538464,0.5384615384615384,0.0,0.3333333333333333,0.6666666666666666,0.5,0.8333333333333334,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
89,5.0,UANL,1.9230769230769231,1.1538461538461537,0.8692307692307693,0.5307692307692308,13,5,8,8,4,1,5,0,0,3,4,1,8,7,4,3,4,4,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.6153846153846154,0.5384615384615384,1.0,0.0,0.0,0.8,0.6,0.375,0.5,0.125,0.5,0.5
90,6.0,America,1.0,1.4615384615384615,0.7615384615384616,0.6384615384615385,13,7,6,4,6,3,3,3,1,1,3,2,5,7,3,3,2,4,0.3076923076923077,0.46153846153846156,0.23076923076923078,0.38461538461538464,0.5384615384615384,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666
